,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
46508,1,2,50,3,0,0,0,0,0,9,1,6
46509,1,2,78,3,0,0,0,0,0,9,3,4
46510,1,1,55,3,0,0,0,0,0,9,3,4
46511,1,1,42,3,0,0,0,0,0,3,1,2
46512,3,1,41,2,9,8,0,0,0,0,3,5
46513,2,2,72,3,0,0,1,0,0,9,1,9
46514,1,1,32,3,0,0,0,0,0,9,1,2
46515,3,2,61,3,5,1,0,0,0,0,3,7
46516,1,2,27,3,0,0,0,0,0,9,1,6
46517,1,2,30,3,0,0,0,0,0,1,1,5
46518,1,1,47,3,0,0,0,0,0,9,1,4
46519,1,2,33,3,0,0,0,0,0,9,1,3
46520,1,2,28,3,0,0,0,0,0,9,1,10
46521,1,1,72,3,0,0,0,0,0,9,3,9
46522,1,1,63,3,0,0,0,0,0,9,3,10
46523,1,2,23,3,0,0,0,0,0,9,3,8
46524,1,2,22,3,0,0,0,0,0,9,1,2
46525,1,2,25,3,0,0,0,0,0,9,2,8
46526,2,1,26,3,0,0,1,0,0,9,1,9
46527,1,1,44,3,0,0,0,0,0,9,3,4
46528,2,1,26,3,0,0,1,0,0,9,1,7
46529,3,1,64,3,5,1,0,0,0,0,1,2
46530,1,1,60,3,0,0,0,0,0,19,1,4
46531,1,1,33,3,0,0,0,0,0,9,1,3
46532,1,1,23,3,0,0,0,0,0,9,1,2
46533,1,1,18,2,0,0,0,0,0,3,1,1
46534,1,1,42,3,0,0,0,0,0,1,1,4
46535,1,1,18,3,0,0,0,0,0,9,2,5
46536,2,2,15,3,0,0,1,0,0,9,1,2
46537,2,2,15,3,0,0,2,0,0,9,1,2
46538,2,2,16,3,0,0,2,0,0,9,1,4
46539,1,1,24,2,0,0,0,0,0,9,1,1
46540,1,1,26,3,0,0,0,0,0,19,2,8
46541,1,1,42,3,0,0,0,0,0,9,2,8
46542,1,2,53,3,0,0,0,0,0,9,3,9
46543,1,1,10,3,0,0,0,0,0,1,3,5
46544,1,1,35,3,0,0,0,0,0,19,1,6
46545,2,1,34,3,0,0,0,0,0,19,1,2
46546,2,2,20,3,0,0,1,0,0,9,1,3
46547,1,2,53,3,0,0,0,0,0,5,2,6
46548,1,2,29,3,0,0,0,0,0,9,1,9
46549,1,2,60,3,0,0,0,0,0,9,3,6
46550,3,2,54,3,9,7,0,0,0,0,3,6
46551,1,1,39,2,0,0,0,0,0,9,1,4
46552,3,2,76,3,5,3,0,0,0,0,1,7
46553,3,2,59,3,9,7,0,0,0,0,2,2
46554,1,2,18,2,0,0,0,0,0,9,3,5
46555,1,1,38,3,0,0,0,0,0,9,3,6
46556,1,2,38,3,0,0,0,0,0,9,1,2
46557,2,1,33,2,0,0,1,0,0,9,3,5
46558,1,1,77,3,0,0,0,0,0,9,2,7
46559,2,2,76,3,0,0,1,0,0,9,2,7
46560,1,1,34,3,0,0,0,0,0,9,3,6
46561,1,1,30,3,0,0,0,0,0,5,2,9
46562,1,1,31,3,0,0,0,0,0,19,1,1
46563,2,2,35,3,0,0,0,0,0,20,3,7
46564,1,1,47,3,0,0,0,0,0,1,1,8
46565,1,1,46,3,0,0,0,0,0,9,3,5
46566,3,1,64,2,9,5,0,0,1,0,1,5
46567,1,1,48,3,0,0,0,0,0,9,1,10
46568,2,1,49,3,0,0,1,0,0,9,1,7
46569,3,1,54,1,9,8,0,0,0,0,1,6
46570,1,1,57,3,0,0,0,0,0,9,3,5
46571,1,1,40,3,0,0,0,0,0,9,1,5
46572,1,2,45,3,0,0,0,0,0,9,1,10
46573,1,2,38,3,0,0,0,0,0,1,1,9
46574,3,2,49,3,9,5,0,0,0,0,3,2
46575,1,1,87,1,0,0,0,0,0,9,3,7
46576,2,2,79,2,0,0,1,0,0,9,3,7
46577,1,1,31,3,0,0,0,0,0,9,3,8
46578,1,1,37,3,0,0,0,0,0,1,1,10
46579,3,2,47,3,5,3,0,0,0,0,1,3
46580,1,1,57,3,0,0,0,0,0,9,2,3
46581,1,1,21,3,0,0,0,0,0,9,3,7
46582,2,1,21,3,0,0,1,0,0,9,3,7
46583,1,1,41,2,0,0,0,0,0,3,1,5
46584,1,1,58,1,0,0,0,0,0,9,3,8
46585,1,2,53,3,0,0,0,0,0,9,1,5
46586,1,1,22,3,0,0,0,0,0,5,1,4
46587,2,1,58,3,0,0,1,0,0,9,3,6
46588,3,1,58,3,5,3,0,0,0,0,1,6
46589,3,2,39,3,5,3,0,0,0,0,1,5
46590,1,1,50,3,0,0,0,0,0,3,1,7
46591,1,1,17,3,0,0,0,0,0,9,3,8
46592,3,2,35,3,9,5,0,0,0,0,1,3
46593,1,1,56,3,0,0,0,0,0,9,2,5
46594,1,1,69,3,0,0,0,0,0,9,1,2
46595,1,1,64,3,0,0,0,0,0,21,3,10
46596,1,2,23,2,0,0,0,0,0,9,2,5
46597,3,1,35,3,5,3,0,0,0,0,2,7
46598,1,1,63,3,0,0,0,0,0,9,3,5
46599,1,1,7,3,0,0,0,0,0,1,1,10
46600,1,1,60,3,0,0,0,0,0,9,3,5
46601,2,2,68,3,0,0,1,0,0,9,3,5
46602,1,1,60,3,0,0,0,0,0,9,1,3
46603,2,2,12,3,0,0,2,0,0,9,1,3
46604,2,2,14,3,0,0,1,0,0,9,1,3
46605,1,2,45,3,0,0,0,0,0,9,3,6
46606,1,1,39,2,0,0,0,0,0,1,1,9
46607,1,1,18,3,0,0,0,0,0,9,3,5
46608,1,1,22,3,0,0,0,0,0,9,1,2
46609,1,1,53,3,0,0,0,0,0,8,1,1
46610,1,1,30,3,0,0,0,0,0,9,3,5
46611,1,2,41,3,0,0,0,0,0,9,1,6
46612,2,2,69,2,0,0,1,0,0,9,1,3
46613,1,1,81,3,0,0,0,0,0,9,2,8
46614,2,2,13,3,0,0,1,0,0,9,1,2
46615,1,1,24,3,0,0,0,0,0,9,3,9
46616,1,2,49,3,0,0,0,0,0,9,1,2
46617,1,1,25,3,0,0,0,0,0,9,1,8
46618,1,1,48,3,0,0,0,0,0,9,2,8
46619,1,1,28,3,0,0,0,0,0,9,1,2
46620,1,1,30,3,0,0,0,0,0,9,1,5
46621,1,1,24,2,0,0,0,0,0,3,1,1
46622,1,2,18,3,0,0,0,0,0,9,2,7
46623,1,1,48,3,0,0,0,0,0,19,1,3
46624,1,1,27,3,0,0,0,0,0,3,1,3
46625,1,1,61,3,0,0,0,0,0,9,1,7
46626,1,2,47,3,0,0,0,0,0,9,1,2
46627,1,1,48,3,0,0,0,0,0,9,1,2
46628,1,2,31,3,0,0,0,0,0,9,1,8
46629,1,2,51,3,0,0,0,0,0,9,1,7
46630,1,1,52,3,0,0,0,0,0,9,1,1
46631,2,1,22,3,0,0,1,0,0,9,1,3
46632,2,1,27,3,0,0,2,0,0,9,1,3
46633,1,1,12,3,0,0,0,0,0,1,2,9
46634,3,2,82,2,5,1,0,0,0,0,3,5
46635,1,2,34,3,0,0,0,0,0,9,1,2
46636,1,2,34,3,0,0,0,0,0,9,2,6
46637,1,2,26,3,0,0,0,0,0,9,1,2
46638,1,2,70,3,0,0,0,0,0,9,2,7
46639,1,1,89,3,0,0,0,0,0,9,3,6
46640,1,1,61,3,0,0,0,0,0,9,1,7
46641,1,1,20,3,0,0,0,0,0,3,1,6
46642,1,1,36,3,0,0,0,0,0,9,1,5
46643,2,1,19,3,0,0,2,0,0,9,1,10
46644,2,2,44,3,0,0,1,0,0,9,3,6
46645,2,1,17,3,0,0,2,0,0,9,1,10
46646,2,1,17,3,0,0,2,0,0,9,3,6
46647,1,1,12,3,0,0,0,0,0,1,1,4
46648,2,2,13,3,0,0,2,0,0,9,2,10
46649,2,2,9,3,0,0,2,0,0,9,2,10
46650,1,2,47,3,0,0,0,0,0,9,3,8
46651,1,2,42,3,0,0,0,0,0,9,1,8
46652,1,2,80,2,0,0,0,0,0,9,1,7
46653,1,2,68,3,0,0,0,0,0,9,2,10
46654,1,2,37,3,0,0,0,0,0,9,1,7
46655,2,1,36,3,0,0,1,0,0,9,1,7
46656,3,2,60,2,1,1,0,0,0,0,2,3
46657,1,1,47,3,0,0,0,0,0,1,1,6
46658,1,2,42,3,0,0,0,0,0,9,1,6
46659,3,2,19,3,1,1,0,0,0,0,1,2
46660,3,2,50,3,5,1,0,0,0,0,1,2
46661,1,2,53,3,0,0,0,0,0,9,3,8
46662,2,1,72,3,0,0,1,0,0,9,1,2
46663,1,2,86,3,0,0,0,0,0,9,3,6
46664,3,1,60,3,5,1,0,0,0,0,1,4
46665,3,2,61,3,5,1,0,0,0,0,1,4
46666,1,2,20,2,0,0,0,0,0,3,1,1
46667,1,2,22,3,0,0,0,0,0,9,3,6
46668,1,1,34,3,0,0,0,0,0,9,1,9
46669,1,2,52,3,0,0,0,0,0,9,1,7
46670,1,1,19,2,0,0,0,0,0,1,3,10
46671,1,1,41,3,0,0,0,0,0,9,1,9
46672,1,2,35,3,0,0,0,0,0,9,3,5
46673,1,1,15,3,0,0,0,0,0,1,2,6
46674,1,2,24,2,0,0,0,0,0,9,3,1
46675,1,2,48,3,0,0,0,0,0,9,3,8
46676,1,1,40,2,0,0,0,0,0,1,1,3
46677,1,1,18,3,0,0,0,0,0,9,2,8
46678,1,1,64,3,0,0,0,0,0,9,3,5
46679,1,1,53,3,0,0,0,0,0,9,3,6
46680,2,1,27,3,0,0,2,0,0,8,1,9
46681,2,1,27,2,0,0,2,0,0,8,3,6
46682,2,1,28,3,0,0,2,0,0,8,3,9
46683,3,2,16,2,9,8,0,0,0,0,2,10
46684,3,2,57,2,4,1,0,0,0,0,1,8
46685,1,1,77,3,0,0,0,0,0,9,1,9
46686,1,2,19,3,0,0,0,0,0,9,2,9
46687,3,1,18,2,5,1,0,0,0,0,3,6
46688,1,1,24,3,0,0,0,0,0,19,3,6
46689,1,2,58,3,0,0,0,0,0,9,3,5
46690,3,1,51,3,4,3,0,0,0,0,1,8
46691,1,2,47,2,0,0,0,0,0,1,1,3
46692,1,2,39,3,0,0,0,0,0,9,1,2
46693,1,1,49,3,0,0,0,0,0,9,1,3
46694,1,1,61,3,0,0,0,0,0,9,1,2
46695,1,1,56,2,0,0,0,0,0,5,2,4
46696,1,1,43,3,0,0,0,0,0,9,1,10
46697,1,1,22,3,0,0,0,0,0,9,1,4
46698,2,2,22,3,0,0,1,0,0,9,3,6
46699,1,1,32,3,0,0,0,0,0,9,3,8
46700,2,1,52,3,0,0,1,0,0,9,1,8
46701,1,1,16,3,0,0,0,0,0,2,1,1
46702,1,1,11,3,0,0,0,0,0,1,3,7
46703,1,1,30,3,0,0,0,0,0,9,1,7
46704,3,1,8,3,5,1,0,0,0,0,1,2
46705,1,1,52,3,0,0,0,0,0,9,3,9
46706,2,1,23,3,0,0,0,0,0,19,2,3
46707,1,1,34,3,0,0,0,0,0,9,1,9
46708,3,2,15,3,5,1,0,0,0,0,1,4
46709,1,1,36,3,0,0,0,0,0,9,3,8
46710,1,2,52,3,0,0,0,0,0,9,3,4
46711,2,2,15,3,0,0,1,0,0,9,3,4
46712,2,1,20,3,0,0,0,0,0,19,1,3
46713,2,2,54,3,0,0,1,0,0,9,3,5
46714,2,2,49,3,0,0,2,0,0,9,1,2
46715,1,2,26,3,0,0,0,0,0,9,3,5
46716,1,2,53,3,0,0,0,0,0,9,2,10
46717,1,1,17,3,0,0,0,0,0,3,3,6
46718,1,1,87,3,0,0,0,0,0,9,3,8
46719,2,2,86,3,0,0,1,0,0,9,3,8
46720,3,2,66,3,5,1,0,0,0,0,3,7
46721,1,1,58,3,0,0,0,0,0,3,1,5
46722,1,2,38,1,0,0,0,0,0,9,2,6
46723,1,1,38,3,0,0,0,0,0,9,1,9
46724,3,1,4,2,8,3,0,0,0,0,1,2
46725,1,1,31,3,0,0,0,0,0,9,1,1
46726,3,2,67,3,5,1,0,0,0,0,1,8
46727,1,1,30,3,0,0,0,0,0,9,3,7
46728,1,1,28,3,0,0,0,0,0,9,3,8
46729,1,1,45,3,0,0,0,0,0,9,2,4
46730,1,1,33,3,0,0,0,0,0,19,1,5
46731,1,1,38,3,0,0,0,0,0,4,1,9
46732,3,2,36,3,1,1,0,0,0,0,1,2
46733,1,1,17,3,0,0,0,0,0,9,1,7
46734,2,1,17,3,0,0,1,0,0,9,1,2
46735,2,2,16,3,0,0,2,0,0,9,1,2
46736,2,2,26,3,0,0,2,0,0,8,1,6
46737,2,2,24,3,0,0,1,0,0,9,1,1
46738,1,1,62,3,0,0,0,0,0,19,1,6
46739,1,1,51,3,0,0,0,0,0,21,1,8
46740,1,1,74,3,0,0,0,0,0,9,1,2
46741,2,2,52,3,0,0,1,0,0,9,1,2
46742,1,1,49,3,0,0,0,0,0,9,1,1
46743,1,1,60,3,0,0,0,0,0,3,1,5
46744,1,1,50,3,0,0,0,0,0,19,1,2
46745,1,1,23,2,0,0,0,0,0,3,3,6
46746,1,2,20,3,0,0,0,0,0,9,1,6
46747,1,1,22,3,0,0,0,0,0,19,1,5
46748,2,1,27,3,0,0,0,0,0,19,1,8
46749,1,1,24,3,0,0,0,0,0,9,1,7
46750,1,2,49,2,0,0,0,0,0,1,2,4
46751,1,1,26,3,0,0,0,0,0,9,1,3
46752,1,2,45,3,0,0,0,0,0,9,1,7
46753,1,1,18,3,0,0,0,0,0,2,1,8
46754,1,1,52,3,0,0,0,0,0,9,3,9
46755,1,2,56,3,0,0,0,0,0,9,1,9
46756,1,1,53,3,0,0,0,0,0,9,1,8
46757,1,1,26,2,0,0,0,0,0,9,1,5
46758,2,1,22,2,0,0,1,0,0,9,1,5
46759,1,2,36,3,0,0,0,0,0,9,1,1
46760,1,2,36,3,0,0,0,0,0,9,1,2
46761,1,1,70,3,0,0,0,0,0,9,1,3
46762,1,2,18,3,0,0,0,0,0,9,1,3
46763,2,2,16,3,0,0,2,0,0,9,3,6
46764,2,2,15,3,0,0,1,0,0,9,1,8
46765,2,2,16,3,0,0,2,0,0,9,1,8
46766,1,1,29,2,0,0,0,0,0,19,2,4
46767,1,1,43,3,0,0,0,0,0,11,1,1
46768,2,2,19,3,0,0,0,4,0,11,1,3
46769,2,1,52,3,0,0,0,4,0,11,2,5
46770,1,2,29,3,0,0,0,0,0,9,1,3
46771,2,2,12,3,0,0,1,0,0,9,1,3
46772,2,2,9,3,0,0,2,0,0,9,1,3
46773,2,1,6,3,0,0,2,0,0,9,1,3
46774,1,1,38,3,0,0,0,0,0,9,1,3
46775,1,2,83,2,0,0,0,0,0,22,1,2
46776,2,2,52,3,0,0,0,0,0,19,1,5
46777,1,1,59,3,0,0,0,0,0,9,1,10
46778,3,2,61,2,5,1,0,0,0,0,2,5
46779,2,2,18,3,0,0,2,0,0,9,1,5
46780,2,2,42,3,0,0,2,0,0,9,1,2
46781,2,2,49,3,0,0,1,0,0,9,1,2
46782,1,2,49,3,0,0,0,0,0,9,1,9
46783,1,2,52,3,0,0,0,0,0,9,3,7
46784,1,2,66,3,0,0,0,0,0,9,1,4
46785,2,2,45,3,0,0,1,0,0,9,1,4
46786,1,2,21,3,0,0,0,0,0,4,1,1
46787,1,1,25,3,0,0,0,0,0,19,1,7
46788,2,1,26,3,0,0,0,0,0,19,1,8
46789,1,1,52,3,0,0,0,0,0,9,1,1
46790,1,1,88,3,0,0,0,0,0,9,1,5
46791,2,2,87,3,0,0,1,0,0,9,1,5
46792,1,1,42,3,0,0,0,0,0,9,3,6
46793,1,2,23,3,0,0,0,0,0,9,2,8
46794,2,1,12,3,0,0,2,0,0,9,1,3
46795,2,1,7,3,0,0,2,0,0,9,1,3
46796,1,2,38,3,0,0,0,0,0,9,1,3
46797,1,2,23,3,0,0,0,0,0,9,1,7
46798,3,2,71,2,5,1,0,0,0,0,1,4
46799,3,1,70,3,5,1,0,0,0,0,1,5
46800,1,2,37,3,0,0,0,0,0,9,1,3
46801,1,1,41,3,0,0,0,0,0,9,3,5
46802,1,1,37,3,0,0,0,0,0,9,2,5
46803,2,1,26,3,0,0,1,0,0,9,2,7
46804,1,2,27,2,0,0,0,0,0,9,2,3
46805,3,1,26,3,5,1,0,0,0,0,1,5
46806,1,2,16,3,0,0,0,0,0,16,1,5
46807,1,2,79,3,0,0,0,0,0,9,1,8
46808,1,2,20,3,0,0,0,0,0,9,1,6
46809,1,1,28,3,0,0,0,0,0,9,1,8
46810,3,1,84,2,5,1,0,0,0,0,1,8
46811,1,2,44,3,0,0,0,0,0,9,3,6
46812,3,2,15,3,5,3,0,0,0,0,3,6
46813,1,1,59,3,0,0,0,0,0,19,1,3
46814,1,1,88,1,0,0,0,0,0,9,1,10
46815,1,1,52,3,0,0,0,0,0,1,1,5
46816,1,2,32,2,0,0,0,0,0,9,1,1
46817,1,2,33,3,0,0,0,0,0,9,1,7
46818,1,1,19,3,0,0,0,0,0,9,3,10
46819,1,2,47,3,0,0,0,0,0,9,1,2
46820,1,2,24,3,0,0,0,0,0,9,2,9
46821,2,1,25,3,0,0,1,0,0,9,2,9
46822,1,2,23,3,0,0,0,0,0,9,1,2
46823,1,2,30,3,0,0,0,0,0,9,1,2
46824,1,2,31,3,0,0,0,0,0,16,1,4
46825,1,2,53,3,0,0,0,0,0,9,1,5
46826,1,2,42,3,0,0,0,0,0,9,3,8
46827,1,2,25,3,0,0,0,0,0,9,1,2
46828,1,1,38,3,0,0,0,0,0,9,3,8
46829,1,1,18,3,0,0,0,0,0,9,1,8
46830,2,1,17,3,0,0,2,0,0,9,1,4
46831,1,1,37,3,0,0,0,0,0,19,2,5
46832,3,2,14,2,5,3,0,0,0,0,1,2
46833,3,2,67,3,5,3,0,0,0,0,1,9
46834,2,2,53,3,0,0,2,0,0,8,1,8
46835,1,1,35,3,0,0,0,0,0,9,1,2
46836,1,1,33,3,0,0,0,0,0,19,1,9
46837,3,1,14,3,5,3,0,0,0,0,1,10
46838,1,1,45,3,0,0,0,0,0,9,1,10
46839,1,2,18,3,0,0,0,0,0,9,1,6
46840,1,1,37,3,0,0,0,0,0,9,1,2
46841,1,1,35,2,0,0,0,0,0,9,3,5
46842,2,1,61,3,0,0,1,0,0,9,1,1
46843,1,1,38,2,0,0,0,0,0,9,3,5
46844,1,1,17,3,0,0,0,0,0,2,3,5
46845,1,2,39,2,0,0,0,0,0,9,1,7
46846,1,1,41,3,0,0,0,0,0,9,2,6
46847,2,1,77,3,0,0,1,0,0,9,2,7
46848,1,2,71,3,0,0,0,0,0,9,2,7
46849,1,1,34,3,0,0,0,0,0,9,2,7
46850,1,1,36,3,0,0,0,0,0,9,1,6
46851,2,2,31,3,0,0,1,0,0,9,1,6
46852,3,1,45,2,5,2,0,0,0,0,1,2
46853,1,1,29,3,0,0,0,0,0,9,1,5
46854,1,2,38,3,0,0,0,0,0,9,3,7
46855,1,1,61,3,0,0,0,0,0,9,1,10
46856,2,2,57,3,0,0,1,0,0,9,1,10
46857,1,2,24,3,0,0,0,0,0,9,3,8
46858,1,2,35,3,0,0,0,0,0,9,1,4
46859,1,1,34,3,0,0,0,0,0,9,3,7
46860,2,1,39,3,0,0,1,0,0,9,1,5
46861,2,1,7,3,0,0,2,0,0,9,1,5
46862,1,2,67,3,0,0,0,0,0,9,1,5
46863,3,1,29,3,5,2,0,0,0,0,1,1
46864,1,1,25,3,0,0,0,0,0,9,2,5
46865,1,1,25,3,0,0,0,0,0,19,1,9
46866,1,1,48,2,0,0,0,0,0,1,1,7
46867,2,2,27,3,0,0,2,0,0,9,1,4
46868,2,2,24,2,0,0,2,0,0,9,3,3
46869,1,1,54,3,0,0,0,0,0,1,1,7
46870,1,2,30,3,0,0,0,0,0,9,1,6
46871,1,1,61,2,0,0,0,0,0,5,2,8
46872,1,2,24,3,0,0,0,0,0,9,2,9
46873,1,1,17,3,0,0,0,0,0,3,3,6
46874,1,2,22,3,0,0,0,0,0,9,1,9
46875,1,1,48,3,0,0,0,0,0,9,3,8
46876,1,2,46,3,0,0,0,0,0,9,2,9
46877,2,2,73,3,0,0,2,0,0,9,3,7
46878,2,1,78,3,0,0,1,0,0,9,3,7
46879,1,1,61,3,0,0,0,0,0,9,1,3
46880,1,1,19,3,0,0,0,0,0,9,2,9
46881,3,1,12,3,5,4,0,0,0,0,1,1
46882,1,1,53,3,0,0,0,0,0,19,3,7
46883,3,1,36,3,5,1,0,0,0,0,3,7
46884,2,2,59,3,0,0,1,0,0,9,1,1
46885,3,2,49,3,5,3,0,0,0,0,1,2
46886,3,1,15,3,5,2,0,0,0,0,2,8
46887,1,1,53,2,0,0,0,0,0,5,1,2
46888,1,1,41,3,0,0,0,0,0,9,1,1
46889,1,1,33,2,0,0,0,0,0,3,1,2
46890,1,1,20,3,0,0,0,0,0,9,1,8
46891,1,1,32,3,0,0,0,0,0,3,1,1
46892,3,2,11,3,1,1,0,0,0,0,3,5
46893,1,2,34,3,0,0,0,0,0,9,1,4
46894,1,1,19,1,0,0,0,0,0,9,3,4
46895,2,1,17,2,0,0,1,0,0,9,3,4
46896,2,1,17,2,0,0,2,0,0,9,3,5
46897,1,2,64,3,0,0,0,0,0,9,1,8
46898,1,2,60,3,0,0,0,0,0,9,1,7
46899,2,2,57,3,0,0,1,0,0,9,1,7
46900,1,1,35,3,0,0,0,0,0,5,3,6
46901,2,2,59,3,0,0,1,0,0,9,3,5
46902,1,1,65,3,0,0,0,0,0,1,1,4
46903,1,2,29,2,0,0,0,0,0,9,2,9
46904,1,1,19,3,0,0,0,0,0,9,1,8
46905,2,1,38,3,0,0,1,0,0,9,1,4
46906,1,1,57,3,0,0,0,0,0,1,1,4
46907,1,2,21,3,0,0,0,0,0,9,1,3
46908,1,2,30,2,0,0,0,0,0,1,2,5
46909,1,2,51,3,0,0,0,0,0,9,1,5
46910,1,1,34,3,0,0,0,0,0,9,3,10
46911,1,1,68,3,0,0,0,0,0,22,3,5
46912,1,2,31,3,0,0,0,0,0,9,3,7
46913,2,1,15,3,0,0,2,0,0,9,3,7
46914,1,1,24,3,0,0,0,0,0,3,1,8
46915,2,2,37,3,0,0,1,0,0,9,1,4
46916,1,1,25,3,0,0,0,0,0,9,3,5
46917,1,1,82,3,0,0,0,0,0,9,3,5
46918,1,1,22,3,0,0,0,0,0,4,1,7
46919,1,2,25,3,0,0,0,0,0,9,1,2
46920,1,2,55,2,0,0,0,0,0,1,1,5
46921,1,2,17,3,0,0,0,0,0,9,1,8
46922,1,1,35,3,0,0,0,0,0,9,1,2
46923,1,1,36,3,0,0,0,0,0,9,3,7
46924,1,1,85,3,0,0,0,0,0,9,1,7
46925,1,1,72,2,0,0,0,0,0,1,1,10
46926,1,1,58,3,0,0,0,0,0,9,2,5
46927,2,2,87,3,0,0,1,0,0,9,3,5
46928,1,2,25,3,0,0,0,0,0,9,1,9
46929,3,2,46,3,5,1,0,0,0,0,1,4
46930,1,2,75,3,0,0,0,0,0,9,1,10
46931,2,1,78,3,0,0,1,0,0,9,1,10
46932,1,1,47,3,0,0,0,0,0,9,3,7
46933,2,2,49,3,0,0,1,0,0,9,3,7
46934,2,1,78,3,0,0,1,0,0,9,1,8
46935,1,1,53,3,0,0,0,0,0,1,1,9
46936,1,1,47,3,0,0,0,0,0,3,1,2
46937,1,2,37,3,0,0,0,0,0,16,1,4
46938,1,1,16,3,0,0,0,0,0,2,1,4
46939,3,2,2,2,5,2,0,0,0,0,1,1
46940,1,2,26,3,0,0,0,0,0,9,1,3
46941,1,1,18,3,0,0,0,0,0,9,1,1
46942,2,1,19,3,0,0,1,0,0,9,1,1
46943,2,2,21,3,0,0,2,0,0,9,1,5
46944,2,2,19,2,0,0,2,0,0,9,1,1
46945,1,1,55,3,0,0,0,0,0,1,3,4
46946,3,1,66,3,9,5,0,0,0,0,1,1
46947,1,1,40,3,0,0,0,0,0,1,1,2
46948,1,1,57,3,0,0,0,0,0,1,1,5
46949,1,1,29,3,0,0,0,0,0,9,3,5
46950,1,1,52,3,0,0,0,0,0,1,1,8
46951,1,2,53,3,0,0,0,0,0,1,1,8
46952,1,1,23,3,0,0,0,0,0,3,1,8
46953,1,2,32,3,0,0,0,0,0,9,1,5
46954,1,1,56,3,0,0,0,0,0,9,1,8
46955,1,2,74,3,0,0,0,0,0,9,1,4
46956,1,2,49,3,0,0,0,0,0,9,1,2
46957,1,2,76,3,0,0,0,0,0,9,1,8
46958,1,1,56,2,0,0,0,0,0,1,1,2
46959,1,1,48,3,0,0,0,0,0,19,1,4
46960,1,1,23,2,0,0,0,0,0,9,2,5
46961,1,1,26,3,0,0,0,0,0,3,3,4
46962,1,1,53,3,0,0,0,0,0,9,1,9
46963,1,2,19,3,0,0,0,0,0,1,1,2
46964,3,2,34,3,5,1,0,0,0,0,1,2
46965,3,2,86,3,5,4,0,0,0,0,2,3
46966,1,1,45,3,0,0,0,0,0,9,3,5
46967,1,1,46,2,0,0,0,0,0,1,3,7
46968,1,1,64,3,0,0,0,0,0,1,1,7
46969,3,1,64,3,5,3,0,0,0,0,1,3
46970,3,2,84,3,1,1,0,0,0,0,1,3
46971,1,1,29,3,0,0,0,0,0,9,2,6
46972,1,1,34,3,0,0,0,0,0,9,1,8
46973,1,1,19,3,0,0,0,0,0,9,1,3
46974,1,1,44,3,0,0,0,0,0,9,3,6
46975,1,2,25,3,0,0,0,0,0,9,2,6
46976,1,1,19,2,0,0,0,0,0,97,3,6
46977,1,1,61,2,0,0,0,0,0,5,1,3
46978,1,1,44,2,0,0,0,0,0,1,2,7
46979,1,1,20,3,0,0,0,0,0,1,1,4
46980,1,1,43,3,0,0,0,0,0,9,3,8
46981,1,1,84,3,0,0,0,0,0,9,2,4
46982,2,2,50,3,0,0,1,0,0,9,2,4
46983,1,1,21,1,0,0,0,0,0,3,1,3
46984,1,1,64,3,0,0,0,0,0,1,1,2
46985,1,1,44,3,0,0,0,0,0,9,3,5
46986,2,2,45,3,0,0,1,0,0,9,3,5
46987,1,1,49,3,0,0,0,0,0,21,3,9
46988,1,2,21,2,0,0,0,0,0,1,1,10
46989,1,2,59,3,0,0,0,0,0,9,3,5
46990,1,2,27,3,0,0,0,0,0,9,1,1
46991,1,1,40,3,0,0,0,0,0,9,1,6
46992,1,1,40,3,0,0,0,0,0,1,1,9
46993,1,1,29,2,0,0,0,0,0,3,1,4
46994,2,1,26,3,0,0,1,0,0,9,3,4
46995,2,1,18,3,0,0,2,0,0,9,3,4
46996,1,1,62,2,0,0,0,0,0,1,3,6
46997,3,1,65,3,5,3,0,0,0,0,1,10
46998,3,2,82,3,8,7,0,0,0,0,1,8
46999,1,1,36,3,0,0,0,0,0,9,1,6
47000,1,2,75,2,0,0,0,0,0,9,1,6
47001,2,1,12,3,0,0,2,0,0,9,3,6
47002,1,1,53,3,0,0,0,0,0,1,1,1
47003,1,1,48,2,0,0,0,0,0,1,1,10
47004,1,1,44,3,0,0,0,0,0,5,3,7
47005,1,2,21,3,0,0,0,0,0,9,3,6
47006,1,1,50,3,0,0,0,0,0,9,1,5
47007,1,2,31,3,0,0,0,0,0,2,1,2
47008,1,2,54,2,0,0,0,0,0,9,1,4
47009,2,2,14,3,0,0,2,0,0,9,1,10
47010,1,1,24,2,0,0,0,0,0,9,1,1
47011,1,2,20,3,0,0,0,0,0,9,3,5
47012,1,1,26,3,0,0,0,0,0,8,1,4
47013,1,2,76,3,0,0,0,0,0,9,3,7
47014,1,2,64,3,0,0,0,0,0,9,1,9
47015,3,1,20,3,9,8,0,0,0,0,3,5
47016,3,2,18,3,9,8,0,0,0,0,3,5
47017,1,1,80,2,0,0,0,0,0,9,1,4
47018,1,1,18,3,0,0,0,0,0,9,2,5
47019,1,1,29,2,0,0,0,0,0,5,1,8
47020,3,1,21,3,9,5,0,0,0,0,1,3
47021,3,1,75,2,5,1,0,0,0,0,3,5
