,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
25109,1,2,24,3,0,0,0,0,0,9,1,1
25110,1,1,24,3,0,0,0,0,0,9,1,5
25111,2,1,51,3,0,0,1,0,0,9,1,2
25112,2,1,46,3,0,0,2,0,0,9,1,1
25113,2,1,20,3,0,0,2,0,0,9,1,4
25114,3,1,81,3,5,1,0,0,0,0,1,1
25115,1,1,26,2,0,0,0,0,0,1,1,1
25116,1,2,52,3,0,0,0,0,0,4,1,7
25117,1,1,17,3,0,0,0,0,0,1,1,1
25118,1,2,68,3,0,0,0,0,0,9,1,1
25119,1,2,20,3,0,0,0,0,0,9,1,1
25120,1,1,12,3,0,0,0,0,0,1,1,1
25121,1,1,51,3,0,0,0,0,0,9,1,7
25122,1,1,23,3,0,0,0,0,0,1,1,1
25123,2,1,25,3,0,0,1,0,0,9,1,5
25124,1,1,27,2,0,0,0,0,0,3,1,3
25125,1,2,25,3,0,0,0,0,0,9,1,5
25126,2,2,18,3,0,0,0,0,0,5,1,1
25127,1,1,21,3,0,0,0,0,0,5,1,3
25128,1,2,45,3,0,0,0,0,0,9,1,1
25129,2,2,78,3,0,0,1,0,0,9,1,1
25130,2,2,13,3,0,0,2,0,0,9,1,1
25131,2,2,6,3,0,0,2,0,0,9,1,1
25132,2,2,2,3,0,0,2,0,0,9,1,1
25133,1,2,79,2,0,0,0,0,0,9,1,9
25134,2,1,77,2,0,0,1,0,0,9,1,9
25135,1,1,60,2,0,0,0,0,0,1,1,9
25136,1,1,23,3,0,0,0,0,0,9,2,9
25137,1,1,28,2,0,0,0,0,0,1,1,1
25138,2,1,29,3,0,0,1,0,0,9,1,2
25139,1,1,76,3,0,0,0,0,0,9,2,8
25140,1,1,24,3,0,0,0,0,0,9,2,8
25141,1,1,31,2,0,0,0,0,0,4,1,1
25142,1,1,31,3,0,0,0,0,0,9,1,3
25143,2,2,58,3,0,0,1,0,0,9,1,1
25144,1,2,55,3,0,0,0,0,0,9,1,6
25145,1,1,31,2,0,0,0,0,0,8,1,1
25146,1,2,26,3,0,0,0,0,0,3,3,4
25147,3,1,9,3,5,1,0,0,0,0,1,1
25148,1,1,33,3,0,0,0,0,0,1,1,2
25149,1,2,30,2,0,0,0,0,0,1,1,5
25150,3,1,0,3,9,8,0,0,0,0,1,1
25151,1,1,20,3,0,0,0,0,0,3,1,3
25152,2,1,19,3,0,0,2,0,0,9,1,1
25153,1,1,35,3,0,0,0,0,0,1,1,1
25154,2,2,17,3,0,0,1,0,0,9,1,10
25155,2,2,17,3,0,0,2,0,0,9,1,6
25156,1,1,34,3,0,0,0,0,0,9,1,2
25157,3,2,64,3,5,3,0,0,0,0,1,2
25158,1,2,78,3,0,0,0,0,0,9,1,7
25159,1,1,54,3,0,0,0,0,0,1,1,8
25160,1,1,79,2,0,0,0,0,0,1,1,6
25161,1,1,64,3,0,0,0,0,0,19,1,8
25162,1,1,27,3,0,0,0,0,0,9,1,4
25163,1,1,21,3,0,0,0,0,0,9,1,7
25164,2,2,18,3,0,0,1,0,0,9,1,3
25165,1,1,21,3,0,0,0,0,0,9,1,4
25166,2,1,8,3,0,0,1,0,0,9,1,2
25167,1,2,59,3,0,0,0,0,0,9,1,7
25168,1,1,25,3,0,0,0,0,0,9,1,3
25169,1,2,46,3,0,0,0,0,0,9,1,4
25170,2,2,66,3,0,0,2,0,0,9,1,10
25171,1,1,33,2,0,0,0,0,0,9,1,1
25172,1,1,16,3,0,0,0,0,0,1,1,7
25173,1,2,33,2,0,0,0,0,0,9,1,1
25174,2,1,31,3,0,0,0,0,0,10,1,1
25175,2,1,30,2,0,0,0,0,0,10,1,1
25176,1,2,54,3,0,0,0,0,0,9,2,8
25177,2,2,26,3,0,0,1,0,0,9,1,3
25178,1,1,33,2,0,0,0,0,0,9,1,1
25179,1,1,34,2,0,0,0,0,0,1,1,4
25180,1,1,60,3,0,0,0,0,0,9,1,7
25181,1,1,14,2,0,0,0,0,0,1,1,6
25182,1,1,66,3,0,0,0,0,0,9,1,9
25183,1,1,18,3,0,0,0,0,0,9,1,6
25184,3,2,18,3,5,3,0,0,0,0,1,1
25185,1,1,25,2,0,0,0,0,0,9,3,4
25186,1,1,13,3,0,0,0,0,0,1,1,8
25187,2,1,13,3,0,0,0,0,0,1,1,6
25188,1,2,19,3,0,0,0,0,0,9,1,2
25189,2,1,19,3,0,0,1,0,0,9,1,2
25190,1,2,19,3,0,0,0,0,0,9,1,1
25191,1,1,58,3,0,0,0,0,0,19,1,10
25192,1,1,54,3,0,0,0,0,0,90,1,9
25193,1,1,48,2,0,0,0,0,0,1,1,8
25194,1,2,35,3,0,0,0,0,0,9,1,1
25195,3,2,25,3,5,4,0,0,0,0,1,1
25196,1,2,44,3,0,0,0,0,0,9,1,1
25197,1,2,20,3,0,0,0,0,0,9,1,8
25198,1,1,12,2,0,0,0,0,0,1,1,1
25199,1,1,23,3,0,0,0,0,0,9,1,1
25200,1,1,34,3,0,0,0,0,0,5,1,5
25201,1,1,19,3,0,0,0,0,0,9,1,5
25202,1,2,52,3,0,0,0,0,0,9,1,1
25203,1,1,27,3,0,0,0,0,0,9,1,2
25204,1,2,68,3,0,0,0,0,0,9,1,5
25205,1,1,80,3,0,0,0,0,0,1,1,1
25206,1,2,62,3,0,0,0,0,0,9,1,6
25207,3,1,27,3,9,5,0,0,1,0,1,10
25208,1,2,45,3,0,0,0,0,0,9,1,5
25209,1,2,53,3,0,0,0,0,0,9,1,3
25210,1,2,60,3,0,0,0,0,0,9,1,10
25211,1,1,41,3,0,0,0,0,0,9,1,3
25212,1,1,30,3,0,0,0,0,0,3,1,2
25213,1,2,50,3,0,0,0,0,0,9,3,7
25214,3,1,78,3,1,1,0,0,0,0,1,6
25215,1,1,16,2,0,0,0,0,0,23,1,4
25216,1,2,28,3,0,0,0,0,0,9,1,2
25217,2,2,22,3,0,0,1,0,0,9,1,2
25218,2,2,10,3,0,0,2,0,0,9,1,2
25219,2,1,3,3,0,0,2,0,0,9,1,1
25220,3,2,6,2,9,5,0,0,0,0,1,1
25221,2,2,18,3,0,0,2,0,0,8,1,1
25222,1,1,12,2,0,0,0,0,0,1,1,1
25223,1,1,39,3,0,0,0,0,0,1,1,1
25224,1,1,58,2,0,0,0,0,0,1,1,6
25225,1,1,55,2,0,0,0,0,0,5,1,1
25226,1,1,68,3,0,0,0,0,0,9,1,2
25227,2,2,57,3,0,0,1,0,0,9,1,2
25228,2,2,7,3,0,0,1,0,0,9,1,9
25229,2,1,6,3,0,0,2,0,0,9,1,9
25230,1,2,66,3,0,0,0,0,0,19,1,3
25231,1,2,63,3,0,0,0,0,0,9,1,6
25232,2,2,61,2,0,0,1,0,0,9,1,6
25233,1,1,40,3,0,0,0,0,0,9,1,1
25234,1,1,53,3,0,0,0,0,0,8,1,4
25235,1,1,23,3,0,0,0,0,0,9,1,1
25236,1,2,74,3,0,0,0,0,0,9,1,9
25237,2,2,87,3,0,0,1,0,0,9,1,8
25238,1,2,90,3,0,0,0,0,0,9,1,5
25239,1,1,18,3,0,0,0,0,0,9,1,5
25240,1,1,22,3,0,0,0,0,0,1,1,1
25241,1,1,31,3,0,0,0,0,0,3,1,2
25242,1,1,54,2,0,0,0,0,0,1,1,4
25243,1,1,92,3,0,0,0,0,0,9,1,10
25244,2,2,73,3,0,0,1,0,0,9,1,10
25245,1,1,21,3,0,0,0,0,0,9,1,2
25246,1,1,48,3,0,0,0,0,0,9,1,1
25247,1,1,23,3,0,0,0,0,0,9,1,8
25248,1,1,39,2,0,0,0,0,0,1,1,1
25249,1,1,64,3,0,0,0,0,0,22,1,1
25250,1,1,56,3,0,0,0,0,0,1,1,9
25251,1,1,70,3,0,0,0,0,0,9,1,1
25252,1,1,34,3,0,0,0,0,0,19,1,1
25253,1,2,24,3,0,0,0,0,0,9,1,5
25254,2,2,46,3,0,0,1,0,0,9,1,6
25255,2,2,66,3,0,0,2,0,0,8,1,1
25256,1,2,23,3,0,0,0,0,0,9,1,8
25257,1,1,35,3,0,0,0,0,0,9,1,1
25258,1,2,48,3,0,0,0,0,0,9,1,1
25259,1,1,36,3,0,0,0,0,0,9,1,2
25260,1,2,39,2,0,0,0,0,0,9,1,1
25261,2,1,61,3,0,0,2,0,0,9,1,2
25262,1,1,31,2,0,0,0,0,0,1,1,2
25263,3,2,7,3,1,1,0,0,0,0,1,1
25264,1,2,25,3,0,0,0,0,0,9,1,1
25265,1,1,40,2,0,0,0,0,0,4,1,8
25266,1,1,28,3,0,0,0,0,0,1,1,1
25267,1,1,38,3,0,0,0,0,0,9,1,7
25268,1,2,33,3,0,0,0,0,0,9,1,2
25269,1,1,9,2,0,0,0,0,0,1,1,1
25270,1,1,64,3,0,0,0,0,0,1,1,10
25271,1,1,20,3,0,0,0,0,0,1,1,7
25272,2,1,21,3,0,0,1,0,0,9,1,1
25273,1,1,29,3,0,0,0,0,0,9,2,10
25274,1,1,39,2,0,0,0,0,0,9,1,1
25275,1,1,33,3,0,0,0,0,0,9,1,10
25276,2,1,5,3,0,0,2,0,0,9,1,1
25277,1,1,23,3,0,0,0,0,0,9,1,4
25278,2,2,11,3,0,0,1,0,0,9,1,3
25279,3,1,45,3,1,1,0,0,0,0,1,1
25280,1,1,37,2,0,0,0,0,0,5,1,1
25281,3,2,16,3,1,3,0,0,0,0,1,1
25282,1,1,51,2,0,0,0,0,0,1,1,1
25283,1,2,64,3,0,0,0,0,0,9,1,3
25284,2,2,35,3,0,0,1,0,0,8,1,1
25285,3,2,15,3,5,3,0,0,0,0,1,3
25286,1,2,31,3,0,0,0,0,0,9,1,1
25287,2,2,9,3,0,0,1,0,0,9,1,1
25288,2,2,8,3,0,0,2,0,0,9,1,1
25289,2,1,4,3,0,0,2,0,0,9,1,1
25290,1,1,49,3,0,0,0,0,0,9,1,7
25291,2,2,53,3,0,0,1,0,0,9,1,7
25292,1,2,21,3,0,0,0,0,0,9,1,9
25293,1,1,63,2,0,0,0,0,0,9,1,6
25294,1,2,34,3,0,0,0,0,0,9,1,9
25295,1,1,24,3,0,0,0,0,0,9,1,3
25296,1,1,52,3,0,0,0,0,0,21,1,4
25297,3,2,34,2,8,1,0,0,0,0,1,2
25298,2,2,56,2,0,0,1,0,0,9,1,1
25299,1,2,44,3,0,0,0,0,0,9,1,2
25300,2,1,1,3,0,0,2,0,0,9,1,5
25301,1,2,43,3,0,0,0,0,0,9,2,9
25302,1,1,26,3,0,0,0,0,0,1,1,1
25303,1,1,36,2,0,0,0,0,0,19,1,5
25304,1,2,28,3,0,0,0,0,0,9,1,6
25305,2,2,79,3,0,0,1,0,0,9,1,7
25306,1,1,79,3,0,0,0,0,0,9,1,7
25307,1,1,44,3,0,0,0,0,0,1,1,1
25308,1,2,58,3,0,0,0,0,0,9,1,5
25309,2,1,46,3,0,0,1,0,0,9,1,8
25310,1,2,27,3,0,0,0,0,0,9,1,2
25311,1,2,23,3,0,0,0,0,0,9,1,3
25312,1,1,28,3,0,0,0,0,0,1,1,3
25313,3,1,42,2,5,1,0,0,0,0,1,2
25314,2,1,61,3,0,0,0,4,0,11,1,1
25315,2,2,53,3,0,0,0,4,0,11,1,1
25316,2,2,33,3,0,0,0,3,0,11,1,1
25317,2,2,49,3,0,0,0,4,0,11,1,2
25318,2,2,41,3,0,0,0,4,0,11,1,1
25319,2,1,41,3,0,0,0,3,0,11,1,1
25320,2,1,3,3,0,0,0,4,0,11,1,1
25321,2,1,60,3,0,0,0,3,0,11,1,1
25322,2,2,26,3,0,0,0,4,0,11,1,1
25323,2,2,39,3,0,0,1,0,0,9,1,1
25324,1,1,25,2,0,0,0,0,0,1,1,7
25325,1,2,49,3,0,0,0,0,0,9,1,7
25326,2,2,39,3,0,0,1,0,0,9,1,1
25327,2,2,8,3,0,0,2,0,0,9,1,1
25328,1,1,59,2,0,0,0,0,0,9,3,4
25329,1,2,28,3,0,0,0,0,0,9,1,1
25330,2,1,20,3,0,0,0,0,0,1,1,1
25331,1,1,20,3,0,0,0,0,0,1,1,3
25332,1,1,57,3,0,0,0,0,0,9,1,5
25333,1,1,57,3,0,0,0,0,0,9,1,7
25334,3,1,9,3,9,5,0,0,0,0,1,1
25335,1,1,14,2,0,0,0,0,0,1,1,9
25336,1,1,14,2,0,0,0,0,0,1,1,1
25337,1,2,31,3,0,0,0,0,0,9,1,4
25338,1,2,45,3,0,0,0,0,0,9,1,9
25339,2,2,6,3,0,0,2,0,0,9,1,9
25340,1,1,56,3,0,0,0,0,0,9,1,5
25341,1,1,55,3,0,0,0,0,0,9,3,5
25342,1,2,58,3,0,0,0,0,0,9,1,2
25343,1,1,64,3,0,0,0,0,0,9,1,1
25344,1,2,21,3,0,0,0,0,0,9,1,1
25345,2,2,8,3,0,0,1,0,0,9,1,1
25346,1,1,38,3,0,0,0,0,0,1,1,1
25347,1,1,6,3,0,0,0,0,0,1,1,1
25348,3,1,13,3,5,1,0,0,0,0,1,8
25349,3,1,66,3,5,3,0,0,0,0,1,1
25350,1,1,44,3,0,0,0,0,0,9,1,7
25351,1,1,73,3,0,0,0,0,0,9,1,2
25352,2,2,71,3,0,0,1,0,0,9,1,2
25353,3,2,69,3,5,1,0,0,0,0,1,1
25354,2,1,50,3,0,0,1,0,0,9,1,1
25355,1,1,29,3,0,0,0,0,0,3,1,3
25356,2,2,24,3,0,0,1,0,0,9,1,1
25357,1,2,64,3,0,0,0,0,0,9,1,6
25358,1,1,21,2,0,0,0,0,0,3,1,1
25359,1,2,71,3,0,0,0,0,0,9,1,9
25360,1,1,31,3,0,0,0,0,0,9,1,6
25361,1,2,46,3,0,0,0,0,0,9,1,9
25362,2,1,9,3,0,0,1,0,0,9,1,6
25363,3,1,35,3,8,8,0,0,0,0,1,1
25364,1,2,50,3,0,0,0,0,0,9,1,2
25365,1,1,17,3,0,0,0,0,0,1,1,2
25366,1,2,24,3,0,0,0,0,0,1,1,2
25367,1,2,40,3,0,0,0,0,0,9,1,1
25368,2,2,42,3,0,0,2,0,0,9,1,1
25369,2,2,13,3,0,0,1,0,0,9,1,4
25370,1,1,20,3,0,0,0,0,0,1,1,1
25371,3,2,17,3,5,1,0,0,0,0,1,1
25372,3,2,18,3,5,1,0,0,0,0,1,1
25373,3,2,64,1,5,3,0,0,0,0,1,2
25374,1,1,47,3,0,0,0,0,0,1,1,1
25375,1,1,9,3,0,0,0,0,0,1,1,2
25376,1,1,53,3,0,0,0,0,0,1,1,6
25377,1,1,28,2,0,0,0,0,0,9,1,1
25378,1,1,23,3,0,0,0,0,0,1,1,1
25379,1,1,9,3,0,0,0,0,0,1,1,1
25380,2,1,23,3,0,0,1,0,0,9,1,7
25381,1,1,23,3,0,0,0,0,0,9,1,1
25382,1,2,56,3,0,0,0,0,0,9,1,7
25383,1,1,77,3,0,0,0,0,0,9,1,6
25384,1,1,4,3,0,0,0,0,0,1,1,1
25385,3,1,43,3,6,8,0,0,0,0,1,8
25386,1,1,42,3,0,0,0,0,0,9,1,3
25387,3,1,63,3,6,7,0,0,0,0,1,1
25388,1,1,61,2,0,0,0,0,0,1,1,3
25389,2,2,27,3,0,0,1,0,0,9,1,7
25390,1,1,37,3,0,0,0,0,0,9,1,2
25391,1,1,31,3,0,0,0,0,0,5,1,5
25392,1,1,19,2,0,0,0,0,0,1,1,3
25393,1,1,15,3,0,0,0,0,0,1,1,6
25394,3,2,61,3,4,2,0,0,0,0,1,5
25395,3,1,12,3,5,4,0,0,0,0,1,2
25396,2,2,2,3,0,0,2,0,0,9,1,1
25397,1,1,27,3,0,0,0,0,0,90,1,5
25398,1,1,38,3,0,0,0,0,0,9,1,1
25399,1,1,70,3,0,0,0,0,0,9,1,1
25400,2,2,70,3,0,0,1,0,0,9,1,1
25401,3,1,2,3,1,3,0,0,0,0,1,1
25402,1,2,37,3,0,0,0,0,0,9,1,2
25403,2,2,46,3,0,0,1,0,0,9,1,1
25404,1,1,19,3,0,0,0,0,0,1,1,3
25405,3,1,28,3,2,1,0,0,0,0,1,1
25406,1,1,8,3,0,0,0,0,0,1,1,1
25407,1,1,71,3,0,0,0,0,0,9,1,1
25408,1,2,27,3,0,0,0,0,0,9,1,4
25409,1,2,77,3,0,0,0,0,0,9,1,6
25410,1,1,32,3,0,0,0,0,0,9,1,1
25411,1,1,56,3,0,0,0,0,0,1,1,2
25412,3,1,71,3,1,3,0,0,0,0,1,1
25413,3,1,6,3,8,2,0,0,0,0,1,1
25414,1,1,26,3,0,0,0,0,0,1,1,2
25415,1,1,55,2,0,0,0,0,0,1,1,3
25416,1,1,15,3,0,0,0,0,0,1,1,1
25417,2,2,50,2,0,0,0,0,0,5,1,2
25418,1,1,52,3,0,0,0,0,0,5,1,5
25419,2,1,71,2,0,0,1,0,0,9,1,2
25420,2,2,72,2,0,0,2,0,0,9,1,3
25421,2,2,75,1,0,0,2,0,0,9,1,2
25422,1,2,41,3,0,0,0,0,0,9,1,2
25423,1,1,54,3,0,0,0,0,0,9,1,1
25424,1,2,52,3,0,0,0,0,0,9,1,2
25425,1,2,77,3,0,0,0,0,0,9,1,7
25426,1,2,21,3,0,0,0,0,0,9,1,2
25427,1,1,32,3,0,0,0,0,0,9,1,7
25428,2,2,35,3,0,0,1,0,0,9,1,7
25429,1,1,27,2,0,0,0,0,0,9,3,4
25430,1,1,81,2,0,0,0,0,0,1,1,9
25431,1,1,14,3,0,0,0,0,0,1,1,7
25432,1,1,49,3,0,0,0,0,0,9,3,9
25433,2,1,22,3,0,0,1,0,0,9,1,1
25434,1,2,48,3,0,0,0,0,0,9,1,1
25435,1,1,21,3,0,0,0,0,0,1,1,1
25436,3,1,10,3,1,3,0,0,0,0,1,3
25437,1,1,56,3,0,0,0,0,0,1,1,6
25438,1,2,65,3,0,0,0,0,0,9,1,5
25439,1,1,87,3,0,0,0,0,0,9,1,7
25440,2,2,84,3,0,0,1,0,0,9,1,7
25441,1,1,61,3,0,0,0,0,0,9,1,1
25442,2,2,26,3,0,0,1,0,0,9,1,1
25443,1,2,45,3,0,0,0,0,0,1,1,7
25444,1,2,49,3,0,0,0,0,0,9,1,5
25445,1,1,47,3,0,0,0,0,0,9,1,1
25446,1,1,42,3,0,0,0,0,0,1,1,2
25447,1,1,39,3,0,0,0,0,0,1,1,9
25448,1,1,70,3,0,0,0,0,0,9,1,5
25449,1,1,28,3,0,0,0,0,0,9,1,2
25450,2,2,19,3,0,0,2,0,0,8,1,1
25451,1,1,22,3,0,0,0,0,0,9,1,2
25452,2,1,50,2,0,0,1,0,0,9,1,1
25453,1,1,49,2,0,0,0,0,0,9,1,4
25454,3,2,25,3,9,5,0,0,0,0,1,5
25455,3,1,11,2,5,1,0,0,0,0,1,1
25456,1,1,33,3,0,0,0,0,0,9,1,10
25457,1,1,51,3,0,0,0,0,0,9,1,1
25458,2,2,42,3,0,0,1,0,0,9,1,1
25459,1,2,40,3,0,0,0,0,0,9,1,7
25460,1,2,34,3,0,0,0,0,0,9,1,7
25461,1,1,46,3,0,0,0,0,0,8,1,4
25462,1,1,33,3,0,0,0,0,0,9,1,1
25463,2,2,36,3,0,0,1,0,0,8,1,1
25464,1,1,19,2,0,0,0,0,0,3,3,6
25465,1,2,26,3,0,0,0,0,0,1,1,1
25466,2,2,40,3,0,0,1,0,0,9,1,1
25467,1,2,31,1,0,0,0,0,0,1,1,6
25468,2,2,52,3,0,0,2,0,0,8,1,6
25469,1,1,21,2,0,0,0,0,0,1,1,1
25470,1,1,21,3,0,0,0,0,0,9,1,2
25471,1,1,53,3,0,0,0,0,0,3,1,1
25472,3,1,41,3,9,7,0,0,0,0,1,2
25473,1,1,23,3,0,0,0,0,0,3,1,1
25474,1,1,18,3,0,0,0,0,0,9,1,3
25475,1,2,57,3,0,0,0,0,0,9,1,3
25476,1,2,22,3,0,0,0,0,0,9,1,6
25477,1,2,38,3,0,0,0,0,0,9,1,9
25478,1,1,9,3,0,0,0,0,0,1,1,6
25479,1,1,16,3,0,0,0,0,0,1,1,3
25480,2,2,58,3,0,0,2,0,0,8,1,9
25481,1,1,22,3,0,0,0,0,0,9,1,1
25482,2,2,22,3,0,0,1,0,0,9,1,1
25483,1,2,70,3,0,0,0,0,0,9,1,4
25484,1,1,44,3,0,0,0,0,0,1,1,6
25485,1,1,31,3,0,0,0,0,0,9,1,4
25486,2,1,4,3,0,0,2,0,0,9,1,1
25487,1,2,23,3,0,0,0,0,0,9,1,7
25488,1,2,25,3,0,0,0,0,0,9,1,1
25489,1,2,23,3,0,0,0,0,0,1,1,1
25490,1,1,31,3,0,0,0,0,0,5,1,1
25491,3,1,3,2,8,4,0,0,0,0,1,1
25492,1,2,18,3,0,0,0,0,0,9,1,2
25493,2,1,53,3,0,0,1,0,0,9,3,8
25494,3,1,12,3,5,1,0,0,0,0,1,1
25495,1,1,47,3,0,0,0,0,0,1,1,1
25496,1,1,23,3,0,0,0,0,0,4,1,2
25497,2,1,0,2,0,0,0,0,0,19,1,3
25498,1,1,17,2,0,0,0,0,0,1,1,1
25499,3,1,15,3,4,3,0,0,0,0,1,8
25500,3,1,65,2,5,1,0,0,0,0,1,5
25501,3,2,29,2,1,1,0,0,0,0,1,1
25502,1,2,30,3,0,0,0,0,0,9,1,2
25503,1,1,15,3,0,0,0,0,0,1,1,3
25504,3,2,14,1,4,1,0,0,0,0,1,3
25505,1,2,68,3,0,0,0,0,0,9,1,10
25506,1,1,51,3,0,0,0,0,0,1,1,3
25507,1,2,28,3,0,0,0,0,0,9,1,1
25508,1,2,55,3,0,0,0,0,0,9,1,6
25509,1,1,31,3,0,0,0,0,0,1,1,1
25510,3,1,2,2,5,1,0,0,0,0,1,1
25511,1,1,65,3,0,0,0,0,0,90,1,5
25512,1,2,26,3,0,0,0,0,0,9,1,1
25513,1,1,20,2,0,0,0,0,0,1,1,1
25514,1,1,41,3,0,0,0,0,0,9,1,1
25515,1,1,26,3,0,0,0,0,0,1,1,1
25516,1,2,85,3,0,0,0,0,0,9,1,9
25517,1,1,18,3,0,0,0,0,0,1,1,1
25518,1,1,50,3,0,0,0,0,0,5,1,4
25519,1,1,31,3,0,0,0,0,0,1,1,3
25520,3,1,39,3,8,1,0,0,0,0,1,1
25521,3,1,81,2,5,1,0,0,0,0,1,1
25522,1,2,29,2,0,0,0,0,0,9,1,1
25523,2,2,30,3,0,0,1,0,0,9,1,1
25524,1,1,59,3,0,0,0,0,0,21,3,7
25525,1,1,30,2,0,0,0,0,0,4,1,1
25526,1,2,53,3,0,0,0,0,0,9,1,2
25527,1,2,63,3,0,0,0,0,0,9,1,1
25528,1,1,53,3,0,0,0,0,0,1,1,3
25529,3,2,72,3,5,1,0,0,0,0,1,3
25530,1,1,53,2,0,0,0,0,0,1,1,2
25531,3,1,84,1,5,1,0,0,0,0,1,1
25532,3,2,14,3,5,1,0,0,0,0,1,2
25533,3,2,69,2,5,1,0,0,0,0,1,8
25534,1,2,22,3,0,0,0,0,0,4,1,8
25535,1,1,27,3,0,0,0,0,0,9,1,1
25536,1,2,29,3,0,0,0,0,0,9,1,1
25537,2,2,50,3,0,0,1,0,0,9,1,1
25538,1,2,21,3,0,0,0,0,0,9,1,9
25539,1,1,36,3,0,0,0,0,0,3,1,4
25540,2,2,30,3,0,0,1,0,0,9,1,4
25541,1,2,27,3,0,0,0,0,0,9,1,7
25542,2,2,23,3,0,0,1,0,0,9,1,1
25543,1,1,26,3,0,0,0,0,0,9,1,1
25544,1,1,43,2,0,0,0,0,0,1,1,1
25545,2,2,29,3,0,0,2,0,0,8,1,1
25546,2,2,27,3,0,0,1,0,0,9,1,3
25547,1,1,51,3,0,0,0,0,0,9,1,7
25548,2,2,46,3,0,0,1,0,0,9,1,7
25549,3,1,75,3,1,3,0,0,0,0,1,4
25550,3,2,42,3,1,3,0,0,0,0,1,4
25551,1,1,18,3,0,0,0,0,0,9,1,2
25552,3,2,11,3,1,2,0,0,0,0,1,1
25553,1,1,22,3,0,0,0,0,0,9,1,7
25554,2,1,47,3,0,0,0,0,0,19,1,1
25555,1,1,25,3,0,0,0,0,0,1,1,1
25556,3,2,12,3,5,2,0,0,0,0,1,2
25557,2,2,53,3,0,0,1,0,0,9,1,1
25558,1,2,29,3,0,0,0,0,0,9,1,1
25559,2,1,30,3,0,0,2,0,0,9,1,1
25560,1,2,61,3,0,0,0,0,0,9,1,4
25561,1,2,44,2,0,0,0,0,0,97,1,5
25562,3,1,63,1,8,1,0,0,0,0,1,3
25563,3,2,56,3,5,3,0,0,0,0,1,1
25564,1,2,42,3,0,0,0,0,0,1,1,1
25565,1,2,81,3,0,0,0,0,0,9,1,6
25566,1,1,43,2,0,0,0,0,0,5,1,6
25567,2,2,34,2,0,0,0,0,0,5,1,6
25568,3,1,68,3,5,3,0,0,0,0,3,10
25569,3,2,69,3,5,3,0,0,0,0,3,10
25570,1,1,33,3,0,0,0,0,0,23,1,1
25571,2,2,24,3,0,0,2,0,0,9,1,1
25572,2,2,28,3,0,0,1,0,0,9,1,1
25573,1,1,50,3,0,0,0,0,0,9,1,1
25574,1,1,41,3,0,0,0,0,0,1,1,1
25575,1,1,33,3,0,0,0,0,0,9,1,1
25576,1,1,24,3,0,0,0,0,0,1,2,7
25577,3,1,51,2,6,7,0,0,0,0,1,2
25578,3,2,25,3,1,3,0,0,0,0,1,1
25579,3,1,52,3,1,3,0,0,0,0,1,1
25580,2,1,2,3,0,0,2,0,0,9,1,1
25581,1,2,52,2,0,0,0,0,0,3,1,1
25582,2,2,1,2,0,0,2,0,0,9,1,1
25583,1,1,28,2,0,0,0,0,0,3,1,1
25584,1,1,57,3,0,0,0,0,0,9,1,5
25585,1,2,35,2,0,0,0,0,0,9,1,2
25586,1,1,48,3,0,0,0,0,0,9,1,2
25587,1,1,16,3,0,0,0,0,0,1,1,7
25588,1,1,67,2,0,0,0,0,0,97,2,4
25589,1,1,56,3,0,0,0,0,0,1,3,9
25590,3,2,30,3,5,1,0,0,0,0,1,5
25591,1,1,17,3,0,0,0,0,0,3,1,9
25592,1,2,54,3,0,0,0,0,0,3,1,5
25593,3,1,18,3,5,1,0,0,0,0,1,6
25594,1,2,47,2,0,0,0,0,0,4,1,2
25595,1,1,13,2,0,0,0,0,0,1,1,2
25596,1,1,31,3,0,0,0,0,0,1,1,1
25597,1,1,30,3,0,0,0,0,0,1,1,1
25598,1,1,28,3,0,0,0,0,0,9,1,1
25599,1,2,62,3,0,0,0,0,0,9,1,3
25600,1,2,36,3,0,0,0,0,0,9,1,1
25601,1,2,47,3,0,0,0,0,0,23,1,1
25602,1,1,54,2,0,0,0,0,0,1,1,7
25603,1,1,10,3,0,0,0,0,0,1,1,1
25604,3,2,61,3,8,3,0,0,0,0,1,2
25605,1,1,36,3,0,0,0,0,0,3,1,2
25606,1,1,48,2,0,0,0,0,0,5,1,3
25607,3,2,80,3,8,3,0,0,0,0,1,2
25608,1,2,33,3,0,0,0,0,0,9,1,2
25609,1,1,50,3,0,0,0,0,0,9,1,2
25610,1,1,46,3,0,0,0,0,0,9,1,7
25611,2,1,17,3,0,0,1,0,0,9,1,1
25612,1,1,23,3,0,0,0,0,0,1,1,2
25613,3,1,8,2,5,4,0,0,0,0,1,1
25614,3,2,13,2,8,4,0,0,0,0,1,6
25615,3,2,33,3,8,3,0,0,0,0,1,2
25616,1,1,33,3,0,0,0,0,0,9,1,6
25617,2,2,18,3,0,0,1,0,0,9,1,1
25618,1,1,33,2,0,0,0,0,0,19,1,7
25619,1,1,15,2,0,0,0,0,0,1,1,3
25620,1,1,29,3,0,0,0,0,0,1,1,1
25621,1,1,55,3,0,0,0,0,0,9,1,1
25622,1,1,20,3,0,0,0,0,0,3,1,5
