,casualty_class,sex_of_casualty,age_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
32352,1,2,21,0,0,0,0,0,9,3,8
49178,3,2,69,1,3,0,0,0,0,1,1
56312,1,1,23,0,0,0,0,0,9,3,5
10701,1,1,29,0,0,0,0,0,1,1,5
70217,2,2,73,0,0,1,0,0,9,3,4
58569,1,1,24,0,0,0,0,0,1,1,2
47011,1,2,30,0,0,0,0,0,9,1,3
85303,1,2,50,0,0,0,0,0,9,1,7
25483,1,1,22,0,0,0,0,0,1,1,3
97773,1,1,53,0,0,0,0,0,9,1,8
57995,1,2,63,0,0,0,0,0,9,1,5
85405,3,2,17,1,3,0,0,0,0,2,9
39576,3,1,20,5,2,0,0,0,0,1,8
18917,1,1,31,0,0,0,0,0,9,1,2
80580,1,1,42,0,0,0,0,0,5,2,9
21576,3,1,5,5,3,0,0,0,0,1,1
27709,1,1,26,0,0,0,0,0,3,1,1
39203,1,2,72,0,0,0,0,0,9,1,7
38582,3,2,13,1,3,0,0,0,0,1,9
88004,1,2,30,0,0,0,0,0,9,1,5
71112,2,2,22,0,0,1,0,0,9,2,7
55001,1,1,22,0,0,0,0,0,9,1,5
110711,1,1,32,0,0,0,0,0,9,1,2
46655,1,2,31,0,0,0,0,0,9,1,2
62737,3,2,91,8,1,0,0,0,0,1,9
33738,1,1,38,0,0,0,0,0,9,1,1
97026,2,2,56,0,0,1,0,0,9,1,8
31403,1,1,30,0,0,0,0,0,9,1,3
95872,1,2,54,0,0,0,0,0,1,1,9
33687,2,1,37,0,0,1,0,0,9,1,2
16979,1,1,42,0,0,0,0,0,8,1,2
43572,1,2,33,0,0,0,0,0,9,1,8
38728,1,1,66,0,0,0,0,0,3,1,6
69307,1,2,20,0,0,0,0,0,9,3,4
108434,1,1,47,0,0,0,0,0,9,1,3
5586,3,1,17,5,1,0,0,0,0,1,3
3191,1,1,44,0,0,0,0,0,9,1,2
5842,1,1,25,0,0,0,0,0,3,1,1
85349,2,1,18,0,0,1,0,0,9,1,2
10841,1,1,31,0,0,0,0,0,1,1,3
113396,1,1,42,0,0,0,0,0,9,3,4
45980,3,1,8,8,7,0,0,1,0,1,1
5726,1,1,34,0,0,0,0,0,9,1,2
21949,2,2,21,0,0,2,0,0,9,1,6
112011,1,1,14,0,0,0,0,0,97,1,2
11715,2,2,40,0,0,0,4,0,11,1,4
102382,1,2,41,0,0,0,0,0,9,3,6
113802,3,2,74,5,3,0,0,0,0,1,2
111376,1,2,26,0,0,0,0,0,9,3,8
36207,1,1,56,0,0,0,0,0,1,1,1
82201,3,2,66,4,1,0,0,0,0,1,9
114742,1,1,44,0,0,0,0,0,3,1,7
111004,2,2,24,0,0,1,0,0,9,3,2
97275,1,2,25,0,0,0,0,0,9,2,4
99003,1,2,19,0,0,0,0,0,9,2,6
41324,1,2,60,0,0,0,0,0,1,1,9
86844,1,2,55,0,0,0,0,0,1,1,5
14672,1,1,16,0,0,0,0,0,3,1,7
42871,1,1,23,0,0,0,0,0,9,1,7
84925,1,1,27,0,0,0,0,0,9,1,6
34061,1,1,32,0,0,0,0,0,19,1,10
85161,1,2,84,0,0,0,0,0,9,3,9
51623,1,2,34,0,0,0,0,0,9,1,1
60717,1,1,66,0,0,0,0,0,9,1,4
64320,1,1,33,0,0,0,0,0,21,1,1
48032,2,2,26,0,0,2,0,0,9,1,10
18434,1,2,40,0,0,0,0,0,9,1,6
57538,1,2,57,0,0,0,0,0,9,1,2
2546,1,2,50,0,0,0,0,0,9,1,4
41247,2,2,24,0,0,1,0,0,9,1,1
92087,1,1,19,0,0,0,0,0,97,1,3
6590,1,1,34,0,0,0,0,0,3,1,7
101316,1,1,55,0,0,0,0,0,4,1,6
88633,3,2,51,4,3,0,0,0,0,1,10
22700,1,1,31,0,0,0,0,0,1,1,4
1872,3,1,33,1,1,0,0,0,0,1,7
32313,1,1,22,0,0,0,0,0,9,1,3
88733,1,2,59,0,0,0,0,0,9,1,3
39926,1,2,61,0,0,0,0,0,9,1,5
75758,2,1,19,0,0,1,0,0,9,1,4
3246,2,1,17,0,0,2,0,0,8,1,7
85326,1,1,36,0,0,0,0,0,3,1,8
39190,1,2,18,0,0,0,0,0,9,1,4
50851,1,1,29,0,0,0,0,0,1,1,1
86160,1,1,26,0,0,0,0,0,9,1,6
42401,1,1,38,0,0,0,0,0,3,1,1
78799,1,2,36,0,0,0,0,0,9,1,5
42679,1,1,19,0,0,0,0,0,9,1,4
57710,2,2,55,0,0,2,0,0,9,1,5
47747,2,2,7,0,0,2,0,0,9,1,1
81915,3,1,12,5,4,0,0,0,0,1,3
30094,2,2,1,0,0,2,0,0,9,1,1
8874,1,1,36,0,0,0,0,0,19,1,10
85678,2,1,11,0,0,1,0,0,9,1,5
4190,2,2,27,0,0,1,0,0,9,1,3
84370,2,1,17,0,0,1,0,0,9,1,7
93493,1,1,24,0,0,0,0,0,9,2,9
16352,1,1,24,0,0,0,0,0,3,1,5
73692,1,1,17,0,0,0,0,0,9,1,4
65585,1,1,20,0,0,0,0,0,9,1,4
12847,1,1,25,0,0,0,0,0,3,1,2
31558,1,1,46,0,0,0,0,0,9,1,1
77836,1,1,52,0,0,0,0,0,9,1,3
78444,1,1,18,0,0,0,0,0,3,1,3
9702,1,2,39,0,0,0,0,0,2,1,1
32328,1,1,50,0,0,0,0,0,9,1,2
9805,1,2,22,0,0,0,0,0,1,1,1
74711,2,2,63,0,0,1,0,0,9,1,10
78858,3,2,32,5,4,0,0,0,0,1,9
63918,1,1,45,0,0,0,0,0,5,1,2
61104,2,2,14,0,0,1,0,0,9,2,5
101434,2,1,18,0,0,1,0,0,9,3,6
98691,1,1,19,0,0,0,0,0,9,3,6
13160,1,1,35,0,0,0,0,0,3,1,2
74898,3,2,18,5,1,0,0,0,0,2,6
95519,1,2,47,0,0,0,0,0,1,1,5
61785,2,2,26,0,0,1,0,0,9,1,1
96344,1,1,14,0,0,0,0,0,1,1,7
88858,2,1,32,0,0,0,0,0,19,1,4
11521,1,2,24,0,0,0,0,0,1,1,4
115368,1,2,48,0,0,0,0,0,9,3,8
96527,2,2,33,0,0,1,0,0,9,1,5
60248,1,1,72,0,0,0,0,0,9,1,2
95143,3,1,81,5,1,0,0,0,0,3,7
77976,1,1,13,0,0,0,0,0,90,1,5
96703,1,1,34,0,0,0,0,0,9,1,3
93057,1,2,64,0,0,0,0,0,1,2,6
51647,1,1,64,0,0,0,0,0,9,1,1
86428,3,1,66,5,1,0,0,0,0,1,9
30434,3,2,19,1,1,0,0,0,0,1,1
51752,1,1,41,0,0,0,0,0,19,1,1
113940,1,1,24,0,0,0,0,0,19,1,3
38757,1,1,19,0,0,0,0,0,9,2,9
99930,1,2,13,0,0,0,0,0,1,3,3
34151,1,1,32,0,0,0,0,0,5,1,1
72820,1,1,55,0,0,0,0,0,3,1,3
52048,1,2,43,0,0,0,0,0,9,1,2
36871,2,2,49,0,0,1,0,0,9,1,6
54975,1,1,56,0,0,0,0,0,5,1,5
71415,1,1,48,0,0,0,0,0,9,1,6
42699,1,2,40,0,0,0,0,0,9,1,2
108074,3,2,8,8,1,0,0,0,0,1,2
109311,2,2,58,0,0,1,0,0,9,1,2
39063,1,1,83,0,0,0,0,0,5,1,9
15106,1,1,32,0,0,0,0,0,1,1,4
29885,1,1,42,0,0,0,0,0,9,1,3
101494,1,2,28,0,0,0,0,0,9,3,9
103183,3,1,73,5,1,0,0,0,0,1,10
110585,1,1,19,0,0,0,0,0,9,2,3
48669,1,1,20,0,0,0,0,0,2,1,2
10690,1,1,23,0,0,0,0,0,3,1,6
101525,1,2,57,0,0,0,0,0,1,1,3
78289,1,2,43,0,0,0,0,0,9,1,10
29607,1,1,27,0,0,0,0,0,3,1,3
90542,1,1,57,0,0,0,0,0,9,1,1
13776,1,1,71,0,0,0,0,0,9,1,3
13623,1,1,35,0,0,0,0,0,3,1,4
56940,2,2,18,0,0,2,0,0,9,1,8
61676,1,2,24,0,0,0,0,0,9,1,2
31723,1,1,44,0,0,0,0,0,9,1,4
70795,1,2,72,0,0,0,0,0,9,3,6
50129,1,1,24,0,0,0,0,0,90,1,10
102063,1,2,37,0,0,0,0,0,9,1,4
114579,1,1,24,0,0,0,0,0,19,1,1
63783,1,1,25,0,0,0,0,0,9,3,5
45297,1,2,33,0,0,0,0,0,9,1,2
11558,1,1,34,0,0,0,0,0,4,1,5
21066,3,2,32,8,3,0,0,0,0,1,6
7785,1,1,33,0,0,0,0,0,4,1,4
15062,1,1,27,0,0,0,0,0,1,1,2
82687,2,2,35,0,0,1,0,0,9,1,4
3826,1,1,37,0,0,0,0,0,9,1,2
15281,1,1,41,0,0,0,0,0,1,1,4
91084,1,1,23,0,0,0,0,0,5,1,3
115554,1,1,34,0,0,0,0,0,9,1,5
58973,1,1,21,0,0,0,0,0,9,1,10
55672,3,2,19,1,1,0,0,0,0,1,2
109636,3,2,48,9,7,0,0,0,0,3,1
84405,2,2,11,0,0,0,4,0,11,2,6
100050,1,1,54,0,0,0,0,0,1,1,1
109655,1,1,16,0,0,0,0,0,2,1,5
82074,1,2,89,0,0,0,0,0,9,1,9
30323,3,2,12,5,1,0,0,0,0,1,1
72521,1,1,47,0,0,0,0,0,21,1,6
97233,1,1,19,0,0,0,0,0,4,1,6
23021,1,1,20,0,0,0,0,0,1,1,4
58672,1,1,63,0,0,0,0,0,9,1,9
69345,1,2,36,0,0,0,0,0,9,1,6
113046,1,2,32,0,0,0,0,0,9,1,6
65572,1,2,41,0,0,0,0,0,9,1,8
80826,1,1,20,0,0,0,0,0,9,3,8
63464,1,1,22,0,0,0,0,0,9,1,4
98423,1,1,82,0,0,0,0,0,9,2,5
7080,1,1,33,0,0,0,0,0,3,1,4
95882,3,1,22,4,1,0,0,0,0,1,1
3776,1,1,20,0,0,0,0,0,3,1,3
110033,1,1,28,0,0,0,0,0,9,3,1
77703,1,1,30,0,0,0,0,0,9,1,6
22531,1,2,36,0,0,0,0,0,5,1,4
85122,1,2,27,0,0,0,0,0,1,1,3
106783,1,1,56,0,0,0,0,0,1,3,6
42900,1,2,35,0,0,0,0,0,9,1,5
1027,1,1,46,0,0,0,0,0,1,1,5
988,3,1,73,8,7,0,0,0,0,1,3
20976,1,1,33,0,0,0,0,0,9,1,1
113246,3,1,54,9,6,0,0,0,0,1,7
90954,1,2,53,0,0,0,0,0,9,1,10
80825,1,1,28,0,0,0,0,0,3,1,8
43022,1,1,35,0,0,0,0,0,9,1,1
26708,1,1,29,0,0,0,0,0,1,1,7
57502,1,2,47,0,0,0,0,0,9,1,8
79675,1,1,35,0,0,0,0,0,19,1,10
9671,1,1,18,0,0,0,0,0,9,1,4
73423,2,2,51,0,0,1,0,0,9,1,7
34557,1,1,18,0,0,0,0,0,9,2,8
16473,1,1,25,0,0,0,0,0,1,1,4
68831,3,2,77,5,3,0,0,0,0,3,7
85301,2,1,19,0,0,2,0,0,9,1,5
16616,1,1,28,0,0,0,0,0,9,1,2
90567,1,1,30,0,0,0,0,0,1,3,6
34068,1,2,57,0,0,0,0,0,9,1,3
94537,2,2,57,0,0,0,0,0,5,1,5
63870,1,2,37,0,0,0,0,0,9,3,7
16414,1,2,45,0,0,0,0,0,11,1,6
2740,1,1,29,0,0,0,0,0,9,1,4
46535,1,1,33,0,0,0,0,0,1,1,3
43152,1,2,59,0,0,0,0,0,9,1,3
111697,1,1,41,0,0,0,0,0,1,1,7
51969,2,2,16,0,0,1,0,0,9,1,4
85963,1,2,71,0,0,0,0,0,9,1,9
77428,1,1,59,0,0,0,0,0,5,2,8
34374,1,1,48,0,0,0,0,0,1,2,6
16490,1,1,22,0,0,0,0,0,4,1,2
43512,1,1,16,0,0,0,0,0,1,1,2
18018,1,1,23,0,0,0,0,0,9,1,5
83306,1,1,24,0,0,0,0,0,1,1,2
101380,2,2,83,0,0,2,0,0,9,1,8
85716,1,2,42,0,0,0,0,0,9,2,9
115552,1,2,38,0,0,0,0,0,9,3,6
46840,3,2,43,5,3,0,0,0,0,1,3
4443,1,1,19,0,0,0,0,0,3,1,2
7576,1,1,18,0,0,0,0,0,3,1,4
83047,1,2,6,0,0,0,0,0,1,3,9
69310,2,1,19,0,0,0,0,0,19,1,1
79988,1,2,61,0,0,0,0,0,9,1,10
93843,1,1,20,0,0,0,0,0,5,1,7
83328,1,1,49,0,0,0,0,0,90,1,4
67737,1,2,23,0,0,0,0,0,9,3,5
25507,1,1,18,0,0,0,0,0,9,1,8
67266,2,2,57,0,0,2,0,0,9,1,5
104208,3,1,35,5,3,0,0,0,0,1,10
23988,2,2,29,0,0,2,0,0,9,1,8
20307,1,1,33,0,0,0,0,0,9,1,3
112404,1,2,22,0,0,0,0,0,9,1,2
78985,1,1,18,0,0,0,0,0,3,2,10
87418,1,1,46,0,0,0,0,0,9,1,6
109049,3,2,39,8,5,0,0,0,0,1,9
62500,2,1,30,0,0,1,0,0,9,3,5
22759,3,1,26,1,1,0,0,0,0,1,2
21291,3,2,16,1,3,0,0,0,0,1,5
80601,2,2,32,0,0,1,0,0,9,1,4
38053,1,1,17,0,0,0,0,0,3,3,7
95421,1,1,38,0,0,0,0,0,19,1,4
4179,1,1,67,0,0,0,0,0,1,1,3
78406,1,2,82,0,0,0,0,0,1,2,10
108656,1,1,40,0,0,0,0,0,9,1,1
77321,1,1,39,0,0,0,0,0,9,3,9
47906,1,2,19,0,0,0,0,0,9,3,5
63804,1,1,23,0,0,0,0,0,9,3,3
91507,1,1,41,0,0,0,0,0,1,3,7
6833,1,1,35,0,0,0,0,0,9,1,1
93219,2,2,16,0,0,0,4,0,11,1,9
52943,2,2,14,0,0,2,0,0,9,1,5
55547,1,1,35,0,0,0,0,0,19,1,6
25943,1,1,37,0,0,0,0,0,9,1,4
33939,2,2,25,0,0,1,0,0,9,1,9
14080,1,1,35,0,0,0,0,0,9,1,2
113262,1,1,54,0,0,0,0,0,17,3,6
49216,1,1,54,0,0,0,0,0,1,1,6
51146,1,1,51,0,0,0,0,0,1,1,10
82030,1,1,64,0,0,0,0,0,9,1,7
55181,1,1,39,0,0,0,0,0,9,1,4
20052,3,2,11,5,1,0,0,0,0,1,2
91149,1,1,20,0,0,0,0,0,9,1,6
83137,3,2,45,9,7,0,0,0,0,3,9
18825,2,2,22,0,0,0,0,0,3,1,4
109005,2,2,75,0,0,1,0,0,9,3,9
4932,1,1,51,0,0,0,0,0,5,1,4
4752,3,1,60,1,3,0,0,0,0,1,6
42513,1,1,11,0,0,0,0,0,1,1,1
103889,1,1,27,0,0,0,0,0,1,1,10
18450,1,1,56,0,0,0,0,0,1,1,2
1568,1,1,24,0,0,0,0,0,9,1,2
55168,1,2,21,0,0,0,0,0,9,1,6
62385,3,1,11,1,1,0,0,0,0,1,10
72230,1,1,32,0,0,0,0,0,9,2,5
96333,1,1,28,0,0,0,0,0,9,1,4
38752,1,1,54,0,0,0,0,0,5,1,7
38271,1,1,29,0,0,0,0,0,19,3,3
28524,1,2,64,0,0,0,0,0,9,1,7
71953,3,1,13,3,4,0,0,0,0,1,10
89726,2,1,34,0,0,1,0,0,9,1,2
87786,1,1,27,0,0,0,0,0,5,1,6
95378,1,1,54,0,0,0,0,0,9,1,8
28280,1,2,31,0,0,0,0,0,9,1,3
34284,1,1,58,0,0,0,0,0,5,1,9
59487,1,1,30,0,0,0,0,0,4,1,5
105821,1,1,28,0,0,0,0,0,5,1,5
94600,1,1,33,0,0,0,0,0,9,1,3
36489,1,2,26,0,0,0,0,0,9,1,7
16875,3,1,85,4,2,0,0,0,0,1,8
111272,1,2,51,0,0,0,0,0,9,1,3
38368,1,1,40,0,0,0,0,0,9,1,3
37852,1,1,19,0,0,0,0,0,9,3,4
23020,1,1,35,0,0,0,0,0,1,1,4
89561,1,1,58,0,0,0,0,0,10,3,8
59732,1,1,48,0,0,0,0,0,20,3,8
108536,3,2,48,8,3,0,0,0,0,1,9
30900,2,2,34,0,0,1,0,0,9,1,1
103346,1,2,30,0,0,0,0,0,19,1,4
12631,1,2,67,0,0,0,0,0,9,1,7
114477,2,2,10,0,0,2,0,0,9,3,5
96546,1,2,40,0,0,0,0,0,1,1,6
55901,1,1,48,0,0,0,0,0,9,3,8
45629,1,1,51,0,0,0,0,0,9,1,5
3450,2,1,5,0,0,2,0,0,9,1,10
24533,1,2,20,0,0,0,0,0,9,1,2
52372,1,1,33,0,0,0,0,0,3,1,5
43319,1,1,33,0,0,0,0,0,9,2,8
81136,1,2,25,0,0,0,0,0,1,1,7
87024,1,1,36,0,0,0,0,0,1,1,9
69983,1,2,22,0,0,0,0,0,1,3,4
81579,1,2,15,0,0,0,0,0,1,1,10
52434,1,1,55,0,0,0,0,0,5,1,7
88680,1,2,54,0,0,0,0,0,9,3,4
111514,1,1,43,0,0,0,0,0,19,1,1
18714,3,2,14,4,1,0,0,0,0,1,3
44714,2,1,29,0,0,1,0,0,9,1,4
27132,1,2,58,0,0,0,0,0,9,1,7
82291,1,1,21,0,0,0,0,0,9,1,8
92969,1,1,23,0,0,0,0,0,9,1,4
78370,1,2,27,0,0,0,0,0,9,1,4
4385,3,2,67,5,3,0,0,0,0,1,2
16080,1,1,34,0,0,0,0,0,3,1,3
31121,1,1,34,0,0,0,0,0,9,1,2
73998,1,1,18,0,0,0,0,0,1,1,3
71944,1,1,41,0,0,0,0,0,9,1,1
76514,1,1,42,0,0,0,0,0,5,1,2
55077,1,1,65,0,0,0,0,0,9,1,2
6732,1,2,33,0,0,0,0,0,9,1,2
98006,1,2,25,0,0,0,0,0,9,2,2
68778,1,2,32,0,0,0,0,0,9,2,6
85986,1,1,53,0,0,0,0,0,9,1,10
96547,1,2,32,0,0,0,0,0,3,1,3
58556,1,2,18,0,0,0,0,0,9,1,3
72012,1,1,13,0,0,0,0,0,1,1,3
74665,1,1,48,0,0,0,0,0,9,1,6
34851,1,1,35,0,0,0,0,0,9,1,8
54858,1,1,27,0,0,0,0,0,9,1,7
31024,1,1,26,0,0,0,0,0,9,1,1
10981,1,2,24,0,0,0,0,0,9,1,1
38676,1,1,50,0,0,0,0,0,1,1,2
33560,1,1,55,0,0,0,0,0,9,1,6
30206,1,1,65,0,0,0,0,0,1,1,2
19270,2,2,15,0,0,2,0,0,8,1,8
78995,1,1,36,0,0,0,0,0,9,1,7
58053,2,1,24,0,0,1,0,0,9,1,10
55780,1,2,36,0,0,0,0,0,9,1,2
111775,2,2,2,0,0,2,0,0,9,3,5
21375,1,1,35,0,0,0,0,0,1,1,5
104164,2,2,4,0,0,2,0,0,9,1,3
7306,1,1,44,0,0,0,0,0,11,1,3
84964,1,1,69,0,0,0,0,0,9,1,10
29704,1,2,60,0,0,0,0,0,9,1,10
105112,1,1,19,0,0,0,0,0,9,3,3
36802,3,2,25,1,3,0,0,0,0,2,4
101347,1,2,35,0,0,0,0,0,1,3,8
4032,1,2,29,0,0,0,0,0,9,1,9
38454,2,1,31,0,0,2,0,0,9,1,3
36415,1,1,33,0,0,0,0,0,5,1,1
90613,1,2,66,0,0,0,0,0,9,1,10
81039,1,2,59,0,0,0,0,0,9,3,8
65694,1,1,39,0,0,0,0,0,9,1,4
45358,1,2,52,0,0,0,0,0,9,1,9
2530,3,1,30,8,1,0,0,0,0,1,7
77915,1,1,27,0,0,0,0,0,19,1,9
87373,1,2,59,0,0,0,0,0,9,1,9
32624,2,1,20,0,0,1,0,0,9,1,6
61013,2,2,30,0,0,0,0,0,5,2,8
80589,1,1,45,0,0,0,0,0,5,1,6
113523,1,1,59,0,0,0,0,0,19,1,1
12011,1,1,39,0,0,0,0,0,19,1,4
102041,1,1,43,0,0,0,0,0,9,1,5
21060,1,1,31,0,0,0,0,0,3,1,3
38283,1,1,23,0,0,0,0,0,9,1,1
54962,2,1,39,0,0,1,0,0,9,1,2
112148,1,1,32,0,0,0,0,0,1,2,7
2614,1,2,32,0,0,0,0,0,1,1,3
70483,1,1,26,0,0,0,0,0,19,1,2
107881,1,1,16,0,0,0,0,0,3,1,2
21562,1,1,26,0,0,0,0,0,3,1,3
68166,1,1,35,0,0,0,0,0,9,3,6
24879,1,2,47,0,0,0,0,0,5,2,8
34112,1,2,7,0,0,0,0,0,1,1,5
84812,1,1,30,0,0,0,0,0,1,1,10
100278,2,1,50,0,0,1,0,0,9,3,4
77833,2,1,32,0,0,1,0,0,9,2,10
10543,1,1,44,0,0,0,0,0,9,1,9
6326,3,2,51,1,2,0,0,0,0,1,2
30583,2,2,36,0,0,1,0,0,9,1,9
20502,3,1,44,1,1,0,0,0,0,1,2
112349,1,1,40,0,0,0,0,0,9,1,4
5932,1,1,45,0,0,0,0,0,1,1,2
83251,1,2,35,0,0,0,0,0,9,1,10
72154,1,1,38,0,0,0,0,0,9,1,3
33904,3,1,9,5,4,0,0,0,0,1,8
69812,1,1,45,0,0,0,0,0,3,1,2
80075,2,2,55,0,0,1,0,0,9,1,5
15141,1,1,19,0,0,0,0,0,3,1,4
68861,1,2,35,0,0,0,0,0,19,3,6
93310,3,2,71,1,1,0,0,0,0,1,7
48059,1,1,15,0,0,0,0,0,97,1,1
79751,1,1,27,0,0,0,0,0,9,1,9
94240,1,2,22,0,0,0,0,0,9,1,5
60256,1,1,28,0,0,0,0,0,9,1,8
101192,2,2,35,0,0,1,0,0,9,2,6
50704,1,1,22,0,0,0,0,0,97,1,2
68664,1,1,33,0,0,0,0,0,1,1,10
20265,1,2,44,0,0,0,0,0,9,1,4
18020,1,1,42,0,0,0,0,0,1,1,2
101080,1,2,49,0,0,0,0,0,9,1,2
74689,1,1,46,0,0,0,0,0,1,2,6
87312,1,1,28,0,0,0,0,0,1,1,4
30544,1,2,59,0,0,0,0,0,9,1,7
28053,1,1,56,0,0,0,0,0,9,1,6
79084,1,1,59,0,0,0,0,0,9,2,10
7815,1,1,42,0,0,0,0,0,1,1,3
55678,3,2,61,5,1,0,0,0,0,1,4
49889,1,1,33,0,0,0,0,0,20,1,3
9008,1,1,51,0,0,0,0,0,19,1,9
27281,1,2,52,0,0,0,0,0,9,2,6
102558,1,1,35,0,0,0,0,0,3,1,3
100002,1,1,49,0,0,0,0,0,1,1,7
52973,1,1,19,0,0,0,0,0,1,1,10
18093,1,1,19,0,0,0,0,0,9,1,4
20748,1,2,39,0,0,0,0,0,1,1,8
44928,1,1,40,0,0,0,0,0,9,1,2
45144,2,2,15,0,0,1,0,0,9,1,1
12452,1,1,19,0,0,0,0,0,3,1,4
52229,3,2,11,5,3,0,0,0,0,1,4
35689,2,2,27,0,0,2,0,0,9,1,1
109126,1,2,26,0,0,0,0,0,9,2,9
110066,1,1,23,0,0,0,0,0,9,3,7
4651,1,1,43,0,0,0,0,0,1,1,4
15431,1,1,32,0,0,0,0,0,5,1,3
40731,2,1,23,0,0,2,0,0,9,1,2
101207,1,1,57,0,0,0,0,0,9,1,5
56075,1,2,70,0,0,0,0,0,9,1,6
87285,1,1,59,0,0,0,0,0,1,1,8
63098,3,1,47,5,4,0,0,0,0,1,1
70757,2,1,18,0,0,1,0,0,9,3,7
50278,2,2,27,0,0,1,0,0,9,1,2
57228,1,1,22,0,0,0,0,0,9,3,8
87567,1,1,35,0,0,0,0,0,9,1,6
21884,2,1,9,0,0,2,0,0,9,1,3
17529,1,1,30,0,0,0,0,0,8,1,3
69797,1,2,21,0,0,0,0,0,9,2,4
36231,1,1,19,0,0,0,0,0,9,1,6
104132,1,2,31,0,0,0,0,0,9,1,8
10497,1,1,51,0,0,0,0,0,8,1,5
28594,3,2,31,5,3,0,0,0,0,1,6
35467,2,1,42,0,0,0,3,0,11,1,1
43380,1,1,32,0,0,0,0,0,9,1,1
22118,1,1,41,0,0,0,0,0,9,1,4
74021,1,1,69,0,0,0,0,0,9,1,5
6547,1,1,40,0,0,0,0,0,9,1,3
70721,1,2,66,0,0,0,0,0,9,3,9
114065,2,2,43,0,0,1,0,0,9,1,6
41642,2,2,27,0,0,1,0,0,9,1,6
64723,1,2,71,0,0,0,0,0,9,3,9
49983,1,2,31,0,0,0,0,0,9,1,1
13691,1,2,25,0,0,0,0,0,9,1,5
96848,3,1,22,8,4,0,0,0,0,1,2
112985,3,1,44,9,8,0,0,0,0,1,1
5003,1,1,37,0,0,0,0,0,5,1,2
38533,1,2,25,0,0,0,0,0,9,1,10
43711,1,2,61,0,0,0,0,0,9,1,8
27856,2,1,6,0,0,2,0,0,9,2,3
68485,1,2,28,0,0,0,0,0,9,1,7
1781,1,1,43,0,0,0,0,0,3,1,4
8318,1,1,50,0,0,0,0,0,1,1,9
84752,1,1,34,0,0,0,0,0,1,1,9
79217,2,2,18,0,0,1,0,0,9,1,6
29767,1,1,20,0,0,0,0,0,1,1,7
54421,1,2,45,0,0,0,0,0,9,1,1
47885,1,1,55,0,0,0,0,0,9,1,1
49576,1,1,31,0,0,0,0,0,9,1,3
108547,1,1,25,0,0,0,0,0,9,1,2
5178,1,1,35,0,0,0,0,0,3,1,5
78094,1,1,28,0,0,0,0,0,9,2,5
51144,2,2,34,0,0,1,0,0,9,1,4
61253,1,2,34,0,0,0,0,0,9,1,5
15032,2,2,60,0,0,0,4,0,11,1,2
4326,1,1,53,0,0,0,0,0,9,1,8
73262,2,1,24,0,0,1,0,0,8,1,5
103050,1,1,25,0,0,0,0,0,9,1,10
100525,3,1,70,5,3,0,0,0,0,2,2
40460,1,2,35,0,0,0,0,0,9,1,1
47490,1,1,31,0,0,0,0,0,9,1,1
106320,1,2,50,0,0,0,0,0,9,1,2
82571,2,1,32,0,0,1,0,0,9,1,9
33570,1,1,53,0,0,0,0,0,9,1,4
16302,1,1,13,0,0,0,0,0,1,1,8
30090,3,1,52,1,3,0,0,0,0,1,1
13992,2,2,23,0,0,1,0,0,9,1,8
71036,1,2,27,0,0,0,0,0,9,2,4
54935,3,2,51,5,1,0,0,0,0,1,2
79453,2,2,32,0,0,2,0,0,9,1,6
63307,1,1,52,0,0,0,0,0,21,1,7
5721,1,1,33,0,0,0,0,0,9,1,3
8855,1,1,41,0,0,0,0,0,3,1,5
100839,1,1,37,0,0,0,0,0,9,1,10
70427,1,2,76,0,0,0,0,0,9,3,6
60189,3,1,46,1,1,0,0,0,0,1,9
110055,1,2,20,0,0,0,0,0,9,3,5
105893,2,2,26,0,0,0,3,0,11,1,4
2456,3,2,70,5,1,0,0,0,0,1,8
49730,1,1,46,0,0,0,0,0,1,3,7
5580,1,1,33,0,0,0,0,0,9,1,10
104325,2,1,48,0,0,2,0,0,9,1,6
60687,1,1,51,0,0,0,0,0,3,1,2
30732,1,1,23,0,0,0,0,0,9,1,3
109664,2,2,37,0,0,1,0,0,9,1,4
79583,1,1,20,0,0,0,0,0,9,1,5
55061,2,2,58,0,0,1,0,0,9,1,9
115570,2,2,58,0,0,1,0,0,9,1,3
12702,1,1,19,0,0,0,0,0,9,1,5
106019,1,1,29,0,0,0,0,0,1,1,7
30035,1,1,30,0,0,0,0,0,4,1,1
60106,1,1,26,0,0,0,0,0,9,2,9
72223,1,1,52,0,0,0,0,0,21,1,3
35804,1,1,45,0,0,0,0,0,9,2,3
104680,1,1,30,0,0,0,0,0,9,1,8
37736,1,1,70,0,0,0,0,0,9,2,2
11578,1,1,27,0,0,0,0,0,3,1,2
76376,1,1,15,0,0,0,0,0,1,1,3
8272,1,1,24,0,0,0,0,0,9,1,3
29622,1,1,76,0,0,0,0,0,9,2,8
56743,1,2,39,0,0,0,0,0,9,2,9
10664,1,1,42,0,0,0,0,0,9,1,3
59057,1,1,60,0,0,0,0,0,9,1,1
110296,1,2,39,0,0,0,0,0,9,1,1
35230,1,1,22,0,0,0,0,0,9,1,6
111304,1,2,19,0,0,0,0,0,9,1,9
113596,1,1,62,0,0,0,0,0,5,1,4
17449,3,1,20,5,1,0,0,0,0,1,6
